2021-08-24 00:06:16,079 INFO  [main] org.springframework.cloud.config.client.ConfigServicePropertySourceLocator : Fetching config from server at : http://localhost:8888
Using generated security password: a8918911-6443-4df7-bcff-b1b6012d5315

2021-08-24 00:06:33,887 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain : Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4ab1693b, org.springframework.security.web.context.SecurityContextPersistenceFilter@2aacf54b, org.springframework.security.web.header.HeaderWriterFilter@1df60140, org.springframework.web.filter.CorsFilter@35e0d91e, org.springframework.security.web.authentication.logout.LogoutFilter@6ff05f85, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@33602729, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@112f8f8f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3204146d, org.springframework.security.web.session.SessionManagementFilter@78762e87, org.springframework.security.web.access.ExceptionTranslationFilter@4446e1d9, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@36a59d8]
2021-08-24 00:06:36,395 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat started on port(s): 8080 (http) with context path ''
2021-08-24 00:06:37,615 INFO  [main] com.mids.auth.role.AuthRoleServiceApplication : Started AuthRoleServiceApplication in 26.593 seconds (JVM running for 30.241)
2021-08-24 00:07:18,425 INFO  [http-nio-8080-exec-2] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-08-24 00:08:32,306 INFO  [RMI TCP Connection(6)-127.0.0.1] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2021-08-24 00:08:33,404 INFO  [RMI TCP Connection(6)-127.0.0.1] org.apache.catalina.core.StandardService : Stopping service [Tomcat]
2021-08-24 00:08:33,407 INFO  [RMI TCP Connection(6)-127.0.0.1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Destroying Spring FrameworkServlet 'dispatcherServlet'
2021-08-24 00:08:33,428 INFO  [RMI TCP Connection(6)-127.0.0.1] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2021-08-24 00:08:33,433 INFO  [RMI TCP Connection(6)-127.0.0.1] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown initiated...
2021-08-24 00:08:33,449 INFO  [RMI TCP Connection(6)-127.0.0.1] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Shutdown completed.
2021-08-24 00:08:52,931 INFO  [main] org.springframework.cloud.config.client.ConfigServicePropertySourceLocator : Fetching config from server at : http://localhost:8888
2021-08-24 00:08:55,312 INFO  [main] org.springframework.cloud.config.client.ConfigServicePropertySourceLocator : Connect Timeout Exception on Url - http://localhost:8888. Will be trying the next url if available
2021-08-24 00:08:55,312 WARN  [main] org.springframework.cloud.config.client.ConfigServicePropertySourceLocator : Could not locate PropertySource: I/O error on GET request for "http://localhost:8888/application/default": Connection refused: connect; nested exception is java.net.ConnectException: Connection refused: connect
2021-08-24 00:08:55,316 INFO  [main] com.mids.auth.role.AuthRoleServiceApplication : No active profile set, falling back to default profiles: default
2021-08-24 00:08:56,964 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-08-24 00:08:57,113 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 132 ms. Found 4 JPA repository interfaces.
2021-08-24 00:08:57,674 INFO  [main] org.springframework.cloud.context.scope.GenericScope : BeanFactory id=8ba98e1e-21b2-3d71-9b0d-acddeb957c7d
2021-08-24 00:08:58,075 INFO  [main] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.security.access.expression.method.DefaultMethodSecurityExpressionHandler@766a52f5' of type [org.springframework.security.oauth2.provider.expression.OAuth2MethodSecurityExpressionHandler] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-24 00:08:58,084 INFO  [main] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker : Bean 'methodSecurityMetadataSource' of type [org.springframework.security.access.method.DelegatingMethodSecurityMetadataSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2021-08-24 00:08:58,677 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat initialized with port(s): 8080 (http)
2021-08-24 00:08:58,702 INFO  [main] org.apache.catalina.core.StandardService : Starting service [Tomcat]
2021-08-24 00:08:58,704 INFO  [main] org.apache.catalina.core.StandardEngine : Starting Servlet engine: [Apache Tomcat/9.0.50]
2021-08-24 00:08:59,102 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring embedded WebApplicationContext
2021-08-24 00:08:59,103 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 3752 ms
2021-08-24 00:08:59,368 INFO  [main] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Starting...
2021-08-24 00:08:59,824 INFO  [main] com.zaxxer.hikari.HikariDataSource : HikariPool-1 - Start completed.
2021-08-24 00:09:01,553 INFO  [main] liquibase.lockservice : Successfully acquired change log lock
2021-08-24 00:09:02,086 INFO  [main] liquibase.changelog : Reading from public.databasechangelog
2021-08-24 00:09:02,142 INFO  [main] liquibase.lockservice : Successfully released change log lock
2021-08-24 00:09:02,153 INFO  [main] liquibase.lockservice : Successfully acquired change log lock
2021-08-24 00:09:02,156 WARN  [main] liquibase.hub : Skipping auto-registration
2021-08-24 00:09:02,167 INFO  [main] liquibase.lockservice : Successfully released change log lock
2021-08-24 00:09:06,171 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-08-24 00:09:06,483 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-08-24 00:09:08,840 INFO  [main] org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration : 

Using generated security password: f93738de-370a-485f-8e49-3b919ae87645

2021-08-24 00:09:10,188 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain : Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@467625e3, org.springframework.security.web.context.SecurityContextPersistenceFilter@ab11e76, org.springframework.security.web.header.HeaderWriterFilter@763a72da, org.springframework.web.filter.CorsFilter@513cd96f, org.springframework.security.web.authentication.logout.LogoutFilter@78762e87, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@69d6fe75, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5b476930, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@12e04531, org.springframework.security.web.session.SessionManagementFilter@21b75073, org.springframework.security.web.access.ExceptionTranslationFilter@281a54b, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@208ce928]
2021-08-24 00:09:12,894 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer : Tomcat started on port(s): 8080 (http) with context path ''
2021-08-24 00:09:14,584 INFO  [main] com.mids.auth.role.AuthRoleServiceApplication : Started AuthRoleServiceApplication in 26.461 seconds (JVM running for 29.146)
2021-08-24 00:09:18,433 INFO  [http-nio-8080-exec-1] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] : Initializing Spring DispatcherServlet 'dispatcherServlet'
